park_id,park_name,latitude,longitude,park_type,management_priority,acres,golf_availability,soccer_availability,memorial_availability,gym_availability,shade_area_availability,volleyball_availability,swimming_pool_availability,tennis_availability,playground_availability,baseball_availability,recreation_center_availability,basketball_availability,garden_center_availability,parking_lot_availability,facility_total,visits_2019,origin_breadth_2019,visits_per_acre_2019,visits_2020,origin_breadth_2020,visits_per_acre_2020,visits_2021,origin_breadth_2021,visits_per_acre_2021
park-a-b-dittmar-neighborhood-park,A B Dittmar Neighborhood Park,30.18257,-97.79989,Neighborhood,Mixed-use Park,16.185,None,None,None,Low,None,None,Low,None,Low,None,Low,None,None,Low,5,844.431812,618,52.17373,588.573969,456,36.365398,432.135578,372,26.699758
park-adams-hemphill-neighborhood-park,Adams Hemphill Neighborhood Park,30.29463,-97.73882,Neighborhood,Not available,9.31,None,None,None,None,None,None,None,None,Low,Low,None,Low,None,None,3,471.016828,475,50.59257,276.905321,297,29.742784,279.921244,298,30.066729
park-alamo-pocket-park,Alamo Pocket Park,30.28254,-97.7203,Pocket,Active Park,1.873,None,None,None,None,None,None,None,None,Low,None,Low,None,None,Low,3,81.860859,172,43.705744,35.366313,99,18.882175,36.3768,98,19.421676
park-alderbrook-pocket-park,Alderbrook Pocket Park,30.4147,-97.6973,Pocket,Active Park,1.9,None,None,None,None,None,None,None,None,Low,None,None,None,None,None,2,312.581082,390,164.516359,96.436979,194,50.756305,195.498782,256,102.894096
park-alexander-neighborhood-park,Alexander Neighborhood Park,30.27969,-97.70828,Neighborhood,Mixed-use Park,7.92,None,None,None,None,None,None,None,None,None,None,None,None,Low,None,3,77.835473,171,9.827711,31.198611,101,3.939219,36.604238,101,4.621747
park-andrews-school-park,Andrews School Park,30.31748,-97.679,School,Active Park,3.27,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,32.700653,104,10.0002,19.113274,70,5.845038,16.155056,64,4.940384
park-ann-and-roy-butler-hike-and-bike-riverside-easement-trail,Ann And Roy Butler Hike And Bike Riverside Easement Trail,30.26136,-97.74721,Metropolitan,Mixed-use Park,48.58,Low,None,High,None,None,None,None,None,None,None,None,None,None,Medium,42,2595.244547,1062,53.422078,1239.157297,637,25.507561,1352.211296,613,27.834732
park-archstone-greenbelt-archstone,Archstone Greenbelt Archstone,30.2324,-97.83294,Pocket,Natural Area,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,257.200274,291,485.283536,169.685364,237,320.161064,194.683915,226,367.328142
park-armadillo-neighborhood-park,Armadillo Neighborhood Park,30.19974,-97.79077,Neighborhood,Passive Park,3.045,None,None,None,None,None,None,None,None,None,None,None,None,None,Low,1,60.109051,134,19.740247,183.396337,218,60.228682,37.992599,78,12.477044
park-astor-place-pocket-park,Astor Place Pocket Park,30.284694,-97.687148,Greenbelt,Natural Area,1.442,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,12.124359,51,8.408016,3.683951,21,2.554751,6.185798,26,4.289735
park-bailey-neighborhood-park,Bailey Neighborhood Park,30.30226,-97.7471,Neighborhood,Active Park,2.299,None,None,None,None,None,Low,None,Low,Low,None,None,None,None,Low,5,563.590059,495,245.145741,277.661864,265,120.77506,186.875182,216,81.285421
park-barrington-school-park,Barrington School Park,30.361076,-97.696254,School,Active Park,7.702,None,None,None,None,Low,None,None,None,Low,None,None,None,None,Low,5,455.314166,457,59.116355,149.622414,216,19.426437,104.02962,162,13.506832
park-barrow-nature-preserve,Barrow Nature Preserve,30.37227,-97.76902,Nature Preserve,Natural Area,7.5671,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,22.124774,95,2.923811,27.464653,89,3.629482,22.935093,78,3.030896
park-bartholomew-district-park,Bartholomew District Park,30.30332,-97.69547,District,Active Park,57.21,Low,None,Medium,None,Medium,None,Low,None,High,Low,None,Low,None,Medium,56,761.934208,2499,13.3182,950.902226,2923,16.621259,934.822791,2920,16.340199
park-barton-creek-wilderness-park,Barton Creek Wilderness Park,30.25789,-97.82625,Nature Preserve,Natural Area,1127.7354,None,None,None,None,Medium,None,Low,None,None,None,None,None,None,Medium,14,3212.432951,1174,2.84857,2903.783089,990,2.57488,2787.446751,944,2.471721
park-barton-hills-school-park,Barton Hills School Park,30.25543,-97.78249,School,Active Park,4.76,None,None,Low,None,None,None,None,None,Low,None,None,Low,None,Low,5,151.229102,233,31.77082,90.101747,153,18.928938,58.334968,117,12.255245
park-battlebend-springs-neighborhood-park,Battlebend Springs Neighborhood Park,30.213654,-97.768014,Neighborhood,Mixed-use Park,4.91,None,None,None,None,Low,None,None,None,Low,None,None,Low,None,None,3,103.007047,202,20.979032,69.717463,147,14.199076,92.824954,162,18.905286
park-bellingham-meadows-greenbelt,Bellingham Meadows Greenbelt,30.353803,-97.601537,Greenbelt,Natural Area,22.3262,None,None,None,None,None,None,Low,None,None,None,Low,None,None,Low,3,104.582975,202,4.684316,57.07255,147,2.556304,41.512294,115,1.859353
park-beverly-s-sheffield-northwest-district-park,Beverly S Sheffield Northwest District Park,30.34826,-97.74218,District,Mixed-use Park,30.829,None,None,High,None,None,None,Low,High,Low,Low,None,Low,None,Medium,18,916.41374,615,29.725704,735.53194,507,23.858443,516.184701,381,16.743479
park-big-walnut-creek-nature-preserve,Big Walnut Creek Nature Preserve,30.325817,-97.650884,Nature Preserve,Natural Area,47.952,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,19.221682,90,0.400853,10.07227,51,0.210049,18.013466,72,0.375656
park-blowing-sink-research-management-area,Blowing Sink Research Management Area,30.19299,-97.84981,Nature Preserve,Natural Area,81.96,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,79.956004,124,0.975549,128.26368,170,1.564955,233.395286,199,2.847673
park-blunn-creek-greenbelt,Blunn Creek Greenbelt,30.24306,-97.74552,Greenbelt,Corridor,12.9881,None,None,High,None,None,None,None,None,None,None,None,None,None,None,11,311.999248,342,24.021931,173.255171,230,13.339532,165.630487,206,12.75248
park-blunn-creek-nature-preserve,Blunn Creek Nature Preserve,30.23296,-97.74795,Nature Preserve,Natural Area,38.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,4135.75987,959,107.366559,1732.850596,543,44.985737,2699.056493,630,70.068964
park-bolm-district-park,Bolm District Park,30.253189,-97.678178,District,Natural Area,66.543,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,415.985986,348,6.251386,231.514622,238,3.479173,74.84857,120,1.124815
park-brentwood-neighborhood-park,Brentwood Neighborhood Park,30.341773,-97.731252,Neighborhood,Active Park,9.25,None,None,Medium,None,Low,Low,Low,Low,Medium,None,None,Low,None,None,15,2697.762591,1023,291.65001,9395.237567,1797,1015.701359,934.822791,1910,101.061923
park-brownie-neighborhood-park,Brownie Neighborhood Park,30.36426,-97.68669,Neighborhood,Active Park,8.287244,None,None,None,None,None,None,None,None,Low,None,None,None,None,None,1,761.934208,1553,91.940603,950.902226,2429,114.742878,934.822791,2505,112.802615
park-brush-square-triangle,Brush Square Triangle,30.33207,-97.7669,Planting Strips/Triangles,Natural Area,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,5.87336,38,5.87336,11.662415,45,11.662415,4.385478,20,4.385478
park-bull-creek-district-park,Bull Creek District Park,30.36648,-97.78575,District,Mixed-use Park,48.058,None,None,High,None,None,Low,None,None,None,None,None,None,None,Medium,10,735.161317,567,15.297376,976.531565,562,20.319854,565.69027,391,11.770991
park-buttermilk-neighborhood-park,Buttermilk Neighborhood Park,30.332051,-97.694379,Neighborhood,Active Park,6.2885,None,None,None,None,None,None,None,None,None,None,Low,Low,None,Medium,8,903.913006,618,143.740639,384.911415,348,61.20878,1844.565842,624,293.323661
